duration,year_2008,duration_default_no,age_housing_no,balance_housing_no,duration_housing_no,duration_housing_yes,duration_loan_no,duration_contact_cellular,duration_poutcome_success,duration_poutcome_unknown,age_year_2008,duration_year_2008,campaign_year_2008,pdays_year_2008,age_year_2009,duration_year_2009,duration_year_2010,campaign_year_2010,duration_age
634,0,634,70,1310,634,0,634,634,0,634,0,0,0,0,70,634,0,0,44380
206,0,206,39,184,206,0,206,206,0,206,0,0,0,0,39,206,0,0,8034
442,0,442,80,2,442,0,442,0,0,442,0,0,0,0,80,442,0,0,35360
522,0,522,75,643,522,0,522,522,0,522,0,0,0,0,75,522,0,0,39150
76,0,76,0,0,0,76,76,76,0,0,0,0,0,0,34,76,0,0,2584
241,0,241,0,0,0,241,241,241,241,0,0,0,0,0,47,241,0,0,11327
244,0,244,31,442,244,0,244,244,0,244,0,0,0,0,31,244,0,0,7564
68,0,68,59,7469,68,0,68,68,0,68,0,0,0,0,59,68,0,0,4012
244,0,244,30,536,244,0,244,244,244,0,0,0,0,0,30,244,0,0,7320
231,0,231,41,3872,231,0,231,231,0,231,0,0,0,0,41,231,0,0,9471
96,0,96,19,103,96,0,96,96,96,0,0,0,0,0,19,96,0,0,1824
485,0,485,54,1311,485,0,485,0,0,0,0,0,0,0,54,485,0,0,26190
126,0,126,48,0,126,0,126,126,0,126,0,0,0,0,48,126,0,0,6048
457,0,457,26,766,457,0,457,457,0,457,0,0,0,0,26,457,0,0,11882
134,0,134,62,1528,134,0,134,134,134,0,0,0,0,0,62,134,0,0,8308
246,0,246,0,0,0,246,0,246,0,246,0,0,0,0,37,246,0,0,9102
166,0,166,0,0,0,166,166,0,166,0,0,0,0,0,43,166,0,0,7138
227,0,227,74,279,227,0,227,0,0,227,0,0,0,0,74,227,0,0,16798
570,0,570,40,79,570,0,570,570,0,0,0,0,0,0,40,570,0,0,22800
138,0,138,37,413,138,0,138,138,0,138,0,0,0,0,37,138,0,0,5106
115,0,115,57,1318,115,0,115,115,0,0,0,0,0,0,57,115,0,0,6555
186,0,186,75,3771,186,0,186,0,0,0,0,0,0,0,75,186,0,0,13950
847,0,847,77,0,847,0,847,847,847,0,0,0,0,0,77,847,0,0,65219
181,0,181,83,2619,181,0,181,0,0,181,0,0,0,0,83,181,0,0,15023
154,0,154,31,6138,154,0,154,154,0,0,0,0,0,0,31,154,0,0,4774
55,0,55,61,6384,55,0,55,55,0,55,0,0,0,0,61,55,0,0,3355
1580,0,1580,69,0,1580,0,1580,1580,0,1580,0,0,0,0,69,1580,0,0,109020
258,0,258,22,129,258,0,258,258,0,258,0,0,0,0,22,258,0,0,5676
170,0,170,50,469,170,0,170,170,170,0,0,0,0,0,50,170,0,0,8500
154,0,154,27,893,154,0,154,154,0,154,0,0,0,0,27,154,0,0,4158
109,0,109,50,3702,109,0,109,109,0,109,0,0,0,0,50,109,0,0,5450
131,0,131,72,2850,131,0,131,131,131,0,0,0,0,0,72,131,0,0,9432
141,0,141,31,523,141,0,0,141,0,0,0,0,0,0,31,141,0,0,4371
95,0,95,0,0,0,95,0,95,0,95,0,0,0,0,51,95,0,0,4845
622,0,622,65,493,622,0,622,622,0,0,0,0,0,0,65,622,0,0,40430
128,0,128,81,0,128,0,128,0,0,128,0,0,0,0,81,128,0,0,10368
306,0,306,34,3119,306,0,306,306,0,306,0,0,0,0,34,306,0,0,10404
165,0,165,33,8514,165,0,165,165,0,0,0,0,0,0,33,165,0,0,5445
434,0,434,73,519,434,0,434,0,0,0,0,0,0,0,73,434,0,0,31682
108,0,108,35,690,108,0,108,108,0,108,0,0,0,0,35,108,0,0,3780
447,0,447,40,2266,447,0,447,447,0,0,0,0,0,0,40,447,0,0,17880
156,0,156,37,4017,156,0,156,156,0,156,0,0,0,0,37,156,0,0,5772
324,0,324,44,643,324,0,324,324,0,0,0,0,0,0,44,324,0,0,14256
717,0,717,40,2338,717,0,717,717,0,717,0,0,0,0,40,717,0,0,28680
283,0,283,0,0,0,283,283,283,0,0,0,0,0,0,45,283,0,0,12735
136,0,136,61,0,136,0,136,136,0,136,0,0,0,0,61,136,0,0,8296
343,0,343,74,4079,343,0,343,343,0,343,0,0,0,0,74,343,0,0,25382
115,0,115,70,3175,115,0,115,115,0,115,0,0,0,0,70,115,0,0,8050
143,0,143,63,588,143,0,143,143,0,143,0,0,0,0,63,143,0,0,9009
131,0,131,61,6481,131,0,131,131,0,131,0,0,0,0,61,131,0,0,7991
131,0,131,0,0,0,131,131,131,0,0,0,0,0,0,62,131,0,0,8122
238,0,238,33,9,238,0,238,238,0,238,0,0,0,0,33,238,0,0,7854
98,0,98,47,820,98,0,98,98,0,98,0,0,0,0,47,98,0,0,4606
1020,0,1020,62,1381,1020,0,1020,1020,0,1020,0,0,0,0,62,1020,0,0,63240
123,0,123,39,1648,123,0,123,123,0,123,0,0,0,0,39,123,0,0,4797
534,0,534,62,1619,534,0,534,534,0,534,0,0,0,0,62,534,0,0,33108
82,0,82,46,3745,82,0,82,82,0,82,0,0,0,0,46,82,0,0,3772
116,0,116,26,1177,116,0,116,116,0,116,0,0,0,0,26,116,0,0,3016
120,0,120,37,254,120,0,120,120,0,120,0,0,0,0,37,120,0,0,4440
217,0,217,26,334,217,0,217,217,0,217,0,0,0,0,26,217,0,0,5642
123,0,123,80,6483,123,0,123,0,0,123,0,0,0,0,80,123,0,0,9840
54,0,54,30,648,54,0,54,54,0,54,0,0,0,0,30,54,0,0,1620
169,0,169,72,806,169,0,169,169,0,169,0,0,0,0,72,169,0,0,12168
167,0,167,46,10889,167,0,167,167,0,167,0,0,0,0,46,167,0,0,7682
385,0,385,47,1784,385,0,385,385,0,385,0,0,0,0,47,385,0,0,18095
233,0,233,76,1411,233,0,233,0,233,0,0,0,0,0,76,233,0,0,17708
323,0,323,59,561,323,0,323,0,0,323,0,0,0,0,59,323,0,0,19057
79,0,79,30,1787,79,0,79,79,0,79,0,0,0,0,30,79,0,0,2370
79,0,79,56,111,79,0,79,79,0,0,0,0,0,0,56,79,0,0,4424
233,0,233,30,261,233,0,233,233,0,0,0,0,0,0,30,233,0,0,6990
208,0,208,0,0,0,208,0,0,0,0,0,0,0,0,54,208,0,0,11232
270,0,270,57,8,270,0,270,0,0,270,0,0,0,0,57,270,0,0,15390
123,0,123,0,0,0,123,123,123,0,123,0,0,0,0,28,123,0,0,3444
1745,0,1745,60,0,1745,0,1745,0,0,0,0,0,0,0,60,1745,0,0,104700
328,0,328,30,7529,328,0,328,328,0,328,0,0,0,0,30,328,0,0,9840
2187,0,2187,63,12067,2187,0,2187,0,0,2187,0,0,0,0,63,2187,0,0,137781
59,0,59,61,1541,59,0,59,59,0,0,0,0,0,0,61,59,0,0,3599
164,0,164,31,8304,164,0,164,164,0,0,0,0,0,0,31,164,0,0,5084
92,0,92,39,1802,92,0,92,92,0,0,0,0,0,0,39,92,0,0,3588
332,0,332,22,3472,332,0,332,332,0,0,0,0,0,0,22,332,0,0,7304
148,0,148,39,206,148,0,148,148,148,0,0,0,0,0,39,148,0,0,5772
107,0,107,37,0,107,0,107,107,0,0,0,0,0,0,37,107,0,0,3959
513,0,513,72,1388,513,0,513,0,0,513,0,0,0,0,72,513,0,0,36936
373,0,373,77,1807,373,0,373,0,0,373,0,0,0,0,77,373,0,0,28721
213,0,213,36,480,213,0,213,213,0,213,0,0,0,0,36,213,0,0,7668
304,0,304,0,0,0,304,0,304,0,0,0,0,0,0,43,304,0,0,13072
349,0,349,0,0,0,349,349,349,349,0,0,0,0,0,65,349,0,0,22685
595,0,595,54,3994,595,0,0,595,595,0,0,0,0,0,54,595,0,0,32130
76,0,76,32,400,76,0,76,76,0,76,0,0,0,0,32,76,0,0,2432
251,0,251,25,3165,251,0,251,0,0,251,0,0,0,0,25,251,0,0,6275
427,0,427,0,0,0,427,427,427,0,427,0,0,0,0,46,427,0,0,19642
676,0,676,28,80,676,0,676,676,0,0,0,0,0,0,28,676,0,0,18928
192,0,192,61,267,192,0,192,192,192,0,0,0,0,0,61,192,0,0,11712
828,0,828,53,2581,828,0,828,828,0,0,0,0,0,0,53,828,0,0,43884
576,0,576,0,0,0,576,576,576,576,0,0,0,0,0,38,576,0,0,21888
110,0,110,69,473,110,0,110,110,0,0,0,0,0,0,69,110,0,0,7590
180,0,180,53,3370,180,0,180,180,0,0,0,0,0,0,53,180,0,0,9540
825,0,825,27,1134,825,0,825,825,825,0,0,0,0,0,27,825,0,0,22275
129,0,129,74,4912,129,0,129,0,0,129,0,0,0,0,74,129,0,0,9546
1206,0,1206,67,3810,1206,0,1206,1206,0,1206,0,0,0,0,67,1206,0,0,80802
467,0,467,55,309,467,0,467,467,467,0,0,0,0,0,55,467,0,0,25685
512,0,512,33,6807,512,0,512,512,512,0,0,0,0,0,33,512,0,0,16896
99,0,99,27,24025,99,0,99,99,0,99,0,0,0,0,27,99,0,0,2673
749,0,749,87,6746,749,0,749,0,0,749,0,0,0,0,87,749,0,0,65163
135,0,135,57,375,135,0,135,135,0,135,0,0,0,0,57,135,0,0,7695
307,0,307,0,0,0,307,307,307,307,0,0,0,0,0,33,307,0,0,10131
287,0,287,0,0,0,287,0,287,0,287,0,0,0,0,51,287,0,0,14637
107,0,107,76,2693,107,0,107,107,0,107,0,0,0,0,76,107,0,0,8132
200,0,200,64,4688,200,0,200,200,0,200,0,0,0,0,64,200,0,0,12800
197,0,197,0,0,0,197,197,197,0,0,0,0,0,0,35,197,0,0,6895
252,0,252,19,329,252,0,252,252,0,252,0,0,0,0,19,252,0,0,4788
249,0,249,0,0,0,249,249,249,0,0,0,0,0,0,33,249,0,0,8217
360,0,360,55,0,360,0,360,360,0,360,0,0,0,0,55,360,0,0,19800
257,0,257,31,6281,257,0,257,257,0,0,0,0,0,0,31,257,0,0,7967
313,0,313,92,775,313,0,313,313,0,313,0,0,0,0,92,313,0,0,28796
118,0,118,35,2779,118,0,118,118,0,118,0,0,0,0,35,118,0,0,4130
127,0,127,30,411,127,0,127,127,0,0,0,0,0,0,30,127,0,0,3810
277,0,277,68,2144,277,0,277,277,277,0,0,0,0,0,68,277,0,0,18836
181,0,181,42,527,181,0,0,181,181,0,0,0,0,0,42,181,0,0,7602
133,0,133,41,431,133,0,133,133,133,0,0,0,0,0,41,133,0,0,5453
422,0,422,0,0,0,422,422,422,422,0,0,0,0,0,35,422,0,0,14770
287,0,287,32,643,287,0,287,287,0,287,0,0,0,0,32,287,0,0,9184
247,0,247,29,123,247,0,0,247,247,0,0,0,0,0,29,247,0,0,7163
334,0,334,70,2064,334,0,334,334,0,334,0,0,0,0,70,334,0,0,23380
391,0,391,54,0,391,0,391,391,0,391,0,0,0,0,54,391,0,0,21114
504,0,504,27,3792,504,0,504,504,504,0,0,0,0,0,27,504,0,0,13608
1002,0,1002,78,4807,1002,0,1002,0,0,1002,0,0,0,0,78,1002,0,0,78156
306,0,306,82,8603,306,0,306,306,306,0,0,0,0,0,82,306,0,0,25092
260,0,260,29,2178,260,0,260,260,0,0,0,0,0,0,29,260,0,0,7540
97,0,97,78,229,97,0,97,0,0,97,0,0,0,0,78,97,0,0,7566
102,0,102,55,0,102,0,102,102,0,0,0,0,0,0,55,102,0,0,5610
344,0,344,76,2991,344,0,344,344,344,0,0,0,0,0,76,344,0,0,26144
114,0,114,69,4,114,0,114,114,0,114,0,0,0,0,69,114,0,0,7866
336,0,336,38,4174,336,0,336,336,0,0,0,0,0,0,38,336,0,0,12768
270,0,270,60,10925,270,0,270,270,270,0,0,0,0,0,60,270,0,0,16200
130,0,130,0,0,0,130,130,130,0,0,0,0,0,0,33,130,0,0,4290
210,0,210,43,14646,210,0,210,210,0,210,0,0,0,0,43,210,0,0,9030
149,0,149,61,86,149,0,149,149,0,149,0,0,0,0,61,149,0,0,9089
476,0,476,43,11115,476,0,476,476,476,0,0,0,0,0,43,476,0,0,20468
427,0,427,73,796,427,0,427,427,0,0,0,0,0,0,73,427,0,0,31171
622,0,622,0,0,0,622,622,622,622,0,0,0,0,0,39,622,0,0,24258
255,0,255,57,6900,255,0,255,255,0,0,0,0,0,0,57,255,0,0,14535
438,0,438,33,5878,438,0,438,438,0,0,0,0,0,0,33,438,0,0,14454
221,0,221,0,0,0,221,221,221,221,0,0,0,0,0,77,221,0,0,17017
76,0,76,45,1673,76,0,76,76,0,76,0,0,0,0,45,76,0,0,3420
281,0,281,35,183,281,0,281,281,0,0,0,0,0,0,35,281,0,0,9835
93,0,93,37,0,93,0,93,93,0,93,0,0,0,0,37,93,0,0,3441
257,0,257,59,3648,257,0,257,0,257,0,0,0,0,0,59,257,0,0,15163
56,0,56,39,416,56,0,56,56,0,56,0,0,0,0,39,56,0,0,2184
282,0,282,76,4112,282,0,282,0,0,282,0,0,0,0,76,282,0,0,21432
61,0,61,40,1108,61,0,61,61,0,0,0,0,0,0,40,61,0,0,2440
183,0,183,42,2463,183,0,183,183,0,183,0,0,0,0,42,183,0,0,7686
87,0,87,40,0,87,0,87,87,0,0,0,0,0,0,40,87,0,0,3480
127,0,127,44,36,127,0,127,127,0,0,0,0,0,0,44,127,0,0,5588
110,0,110,70,353,110,0,110,110,0,110,0,0,0,0,70,110,0,0,7700
151,0,151,59,1425,151,0,151,151,0,0,0,0,0,0,59,151,0,0,8909
99,0,99,52,722,99,0,99,99,0,0,0,0,0,0,52,99,0,0,5148
87,0,87,0,0,0,87,87,87,0,0,0,0,0,0,46,87,0,0,4002
67,0,67,70,2815,67,0,67,67,0,67,0,0,0,0,70,67,0,0,4690
355,0,355,73,542,355,0,355,355,0,0,0,0,0,0,73,355,0,0,25915
298,0,298,50,3897,298,0,298,298,0,298,0,0,0,0,50,298,0,0,14900
156,0,156,82,1381,156,0,156,156,0,156,0,0,0,0,82,156,0,0,12792
131,0,131,81,243,131,0,131,131,0,131,0,0,0,0,81,131,0,0,10611
96,0,96,0,0,0,96,96,96,0,0,0,0,0,0,55,96,0,0,5280
157,0,157,52,1373,157,0,157,157,0,157,0,0,0,0,52,157,0,0,8164
143,0,143,41,942,143,0,143,143,143,0,0,0,0,0,41,143,0,0,5863
120,0,120,0,0,0,120,120,120,120,0,0,0,0,0,58,120,0,0,6960
207,0,207,57,254,207,0,207,207,0,207,0,0,0,0,57,207,0,0,11799
96,0,96,0,0,0,96,0,96,0,0,0,0,0,0,46,96,0,0,4416
96,0,96,0,0,0,96,96,96,0,0,0,0,0,0,28,96,0,0,2688
297,0,297,38,0,297,0,297,297,0,0,0,0,0,0,38,297,0,0,11286
102,0,102,30,398,102,0,102,102,102,0,0,0,0,0,30,102,0,0,3060
424,0,424,0,0,0,424,424,424,0,0,0,0,0,0,52,424,0,0,22048
137,0,137,22,23,137,0,137,137,0,137,0,0,0,0,22,137,0,0,3014
759,0,759,53,732,759,0,759,759,0,759,0,0,0,0,53,759,0,0,40227
624,0,624,0,0,0,624,624,624,0,624,0,0,0,0,60,624,0,0,37440
515,0,515,66,747,515,0,515,0,0,515,0,0,0,0,66,515,0,0,33990
89,0,89,70,616,89,0,89,89,0,89,0,0,0,0,70,89,0,0,6230
88,0,88,0,0,0,88,0,88,0,88,0,0,0,0,55,88,0,0,4840
521,0,521,54,140,521,0,521,0,0,521,0,0,0,0,54,521,0,0,28134
376,0,376,59,0,376,0,376,0,0,0,0,0,0,0,59,376,0,0,22184
219,0,219,80,87,219,0,219,0,0,219,0,0,0,0,80,219,0,0,17520
298,0,298,56,0,298,0,298,298,0,0,0,0,0,0,56,298,0,0,16688
259,0,259,33,373,259,0,0,259,0,259,0,0,0,0,33,259,0,0,8547
327,0,327,71,383,327,0,327,327,327,0,0,0,0,0,71,327,0,0,23217
139,0,139,76,992,139,0,139,139,0,139,0,0,0,0,76,139,0,0,10564
255,0,255,38,70,255,0,255,255,255,0,0,0,0,0,38,255,0,0,9690
418,0,418,44,5063,418,0,418,418,0,418,0,0,0,0,44,418,0,0,18392
146,0,146,69,4572,146,0,146,0,0,0,0,0,0,0,69,146,0,0,10074
189,0,189,65,1624,189,0,189,189,0,189,0,0,0,0,65,189,0,0,12285
114,0,114,0,0,0,114,0,114,114,0,0,0,0,0,34,114,0,0,3876
83,0,83,60,182,83,0,83,83,0,0,0,0,0,0,60,83,0,0,4980
353,0,353,29,1788,353,0,353,353,0,353,0,0,0,0,29,353,0,0,10237
113,0,113,52,659,113,0,113,113,0,113,0,0,0,0,52,113,0,0,5876
149,0,149,36,129,149,0,149,149,0,149,0,0,0,0,36,149,0,0,5364
246,0,246,33,3170,246,0,246,246,0,246,0,0,0,0,33,246,0,0,8118
219,0,219,63,937,219,0,219,219,0,219,0,0,0,0,63,219,0,0,13797
108,0,108,30,16935,108,0,108,108,0,108,0,0,0,0,30,108,0,0,3240
95,0,95,0,0,0,95,95,95,0,0,0,0,0,0,29,95,0,0,2755
154,0,154,61,89,154,0,154,154,0,0,0,0,0,0,61,154,0,0,9394
96,0,96,50,3463,96,0,0,96,0,96,0,0,0,0,50,96,0,0,4800
149,0,149,0,0,0,149,149,0,0,149,0,0,0,0,65,149,0,0,9685
300,0,300,54,735,300,0,300,300,0,300,0,0,0,0,54,300,0,0,16200
73,0,73,26,603,73,0,73,73,0,73,0,0,0,0,26,73,0,0,1898
1118,0,1118,67,2,1118,0,1118,1118,0,1118,0,0,0,0,67,1118,0,0,74906
210,0,210,68,7945,210,0,210,210,0,210,0,0,0,0,68,210,0,0,14280
1092,0,1092,74,1742,1092,0,1092,1092,0,1092,0,0,0,0,74,1092,0,0,80808
509,0,509,75,4984,509,0,509,0,0,509,0,0,0,0,75,509,0,0,38175
190,0,190,27,390,190,0,190,190,190,0,0,0,0,0,27,190,0,0,5130
371,0,371,65,1004,371,0,371,371,0,371,0,0,0,0,65,371,0,0,24115
501,0,501,64,4787,501,0,501,501,0,501,0,0,0,0,64,501,0,0,32064
182,0,182,38,1727,182,0,182,0,0,182,0,0,0,0,38,182,0,0,6916
172,0,172,42,3213,172,0,172,0,0,172,0,0,0,0,42,172,0,0,7224
524,0,524,0,0,0,524,524,524,0,0,0,0,0,0,30,524,0,0,15720
207,0,207,57,2326,207,0,207,207,207,0,0,0,0,0,57,207,0,0,11799
164,0,164,0,0,0,164,164,164,0,164,0,0,0,0,31,164,0,0,5084
423,0,423,52,2230,423,0,423,423,0,423,0,0,0,0,52,423,0,0,21996
408,0,408,25,667,408,0,408,408,0,408,0,0,0,0,25,408,0,0,10200
139,0,139,36,203,139,0,139,139,0,139,0,0,0,0,36,139,0,0,5004
247,0,247,55,13578,247,0,247,247,0,247,0,0,0,0,55,247,0,0,13585
164,0,164,64,3951,164,0,164,164,0,164,0,0,0,0,64,164,0,0,10496
142,0,142,0,0,0,142,142,142,0,142,0,0,0,0,54,142,0,0,7668
209,0,209,26,338,209,0,209,209,0,209,0,0,0,0,26,209,0,0,5434
1707,0,1707,51,0,1707,0,1707,1707,0,1707,0,0,0,0,51,1707,0,0,87057
189,0,189,72,0,189,0,189,189,0,189,0,0,0,0,72,189,0,0,13608
437,0,437,30,0,437,0,437,437,0,437,0,0,0,0,30,437,0,0,13110
251,0,251,30,944,251,0,251,251,0,251,0,0,0,0,30,251,0,0,7530
318,0,318,61,272,318,0,318,318,0,0,0,0,0,0,61,318,0,0,19398
401,0,401,60,5,401,0,401,401,0,401,0,0,0,0,60,401,0,0,24060
215,0,215,30,697,215,0,215,215,215,0,0,0,0,0,30,215,0,0,6450
679,0,679,0,0,0,679,679,679,0,679,0,0,0,0,39,679,0,0,26481
264,0,264,45,0,264,0,264,264,0,264,0,0,0,0,45,264,0,0,11880
262,0,262,0,0,0,262,262,262,0,0,0,0,0,0,32,262,0,0,8384
106,0,106,66,1948,106,0,106,106,0,0,0,0,0,0,66,106,0,0,6996
215,0,215,50,3654,215,0,215,215,0,0,0,0,0,0,50,215,0,0,10750
288,0,288,0,0,0,288,288,288,0,288,0,0,0,0,54,288,0,0,15552
140,0,140,28,2306,140,0,140,140,0,140,0,0,0,0,28,140,0,0,3920
68,0,68,35,980,68,0,68,68,0,68,0,0,0,0,35,68,0,0,2380
124,0,124,47,551,124,0,124,124,0,124,0,0,0,0,47,124,0,0,5828
136,0,136,53,395,136,0,136,136,0,0,0,0,0,0,53,136,0,0,7208
220,0,220,47,159,220,0,220,0,0,0,0,0,0,0,47,220,0,0,10340
746,0,746,80,997,746,0,746,746,0,0,0,0,0,0,80,746,0,0,59680
377,0,377,0,0,0,377,377,377,0,0,0,0,0,0,61,377,0,0,22997
250,0,250,0,0,0,250,250,250,0,0,0,0,0,0,34,250,0,0,8500
424,0,424,47,3663,424,0,424,424,424,0,0,0,0,0,47,424,0,0,19928
174,0,174,36,1327,174,0,174,174,0,174,0,0,0,0,36,174,0,0,6264
157,0,157,62,115,157,0,157,0,0,0,0,0,0,0,62,157,0,0,9734
279,0,279,30,853,279,0,279,279,0,0,0,0,0,0,30,279,0,0,8370
445,0,445,21,8278,445,0,445,445,0,445,0,0,0,0,21,445,0,0,9345
631,0,631,56,1947,631,0,631,631,0,0,0,0,0,0,56,631,0,0,35336
70,0,70,67,7687,70,0,70,0,0,70,0,0,0,0,67,70,0,0,4690
212,0,212,62,7458,212,0,212,212,0,212,0,0,0,0,62,212,0,0,13144
176,0,176,0,0,0,176,176,176,0,0,0,0,0,0,37,176,0,0,6512
373,0,373,41,0,373,0,373,373,0,373,0,0,0,0,41,373,0,0,15293
62,0,62,84,1791,62,0,62,0,0,62,0,0,0,0,84,62,0,0,5208
160,0,160,0,0,0,160,160,160,0,160,0,0,0,0,32,160,0,0,5120
155,0,155,30,53,155,0,155,155,155,0,0,0,0,0,30,155,0,0,4650
59,0,59,33,2934,59,0,59,59,0,59,0,0,0,0,33,59,0,0,1947
125,0,125,49,348,125,0,125,125,0,125,0,0,0,0,49,125,0,0,6125
217,0,217,26,44,217,0,217,217,0,217,0,0,0,0,26,217,0,0,5642
640,0,640,36,1193,640,0,640,640,0,640,0,0,0,0,36,640,0,0,23040
144,0,144,87,230,144,0,144,144,0,144,0,0,0,0,87,144,0,0,12528
480,0,480,61,8729,480,0,480,480,0,480,0,0,0,0,61,480,0,0,29280
180,0,180,0,0,0,180,180,180,0,180,0,0,0,0,52,180,0,0,9360
183,0,183,0,0,0,183,0,183,0,183,0,0,0,0,47,183,0,0,8601
196,0,196,70,2384,196,0,196,196,0,196,0,0,0,0,70,196,0,0,13720
294,0,294,60,3401,294,0,294,294,0,0,0,0,0,0,60,294,0,0,17640
257,0,257,41,881,257,0,257,257,0,257,0,0,0,0,41,257,0,0,10537
175,0,175,46,3512,175,0,175,175,0,0,0,0,0,0,46,175,0,0,8050
368,0,368,22,1522,368,0,368,368,0,368,0,0,0,0,22,368,0,0,8096
152,0,152,51,1585,152,0,152,0,0,152,0,0,0,0,51,152,0,0,7752
416,0,416,60,4243,416,0,416,416,0,416,0,0,0,0,60,416,0,0,24960
177,0,177,28,3717,177,0,177,0,0,177,0,0,0,0,28,177,0,0,4956
105,0,105,60,8434,105,0,105,0,0,105,0,0,0,0,60,105,0,0,6300
131,0,131,0,0,0,131,131,131,0,0,0,0,0,0,33,131,0,0,4323
101,0,101,37,1506,101,0,101,101,101,0,0,0,0,0,37,101,0,0,3737
131,0,131,0,0,0,131,131,131,0,131,0,0,0,0,57,131,0,0,7467
69,0,69,20,0,69,0,69,69,0,0,0,0,0,0,20,69,0,0,1380
91,0,91,0,0,0,91,91,91,0,91,0,0,0,0,33,91,0,0,3003
75,0,75,30,846,75,0,75,75,0,75,0,0,0,0,30,75,0,0,2250
59,0,59,29,3851,59,0,59,59,0,59,0,0,0,0,29,59,0,0,1711
53,0,53,38,732,53,0,53,53,0,0,0,0,0,0,38,53,0,0,2014
358,0,358,70,3020,358,0,358,0,0,0,0,0,0,0,70,358,0,0,25060
154,0,154,39,508,154,0,154,154,0,154,0,0,0,0,39,154,0,0,6006
173,0,173,51,39,173,0,173,173,0,173,0,0,0,0,51,173,0,0,8823
92,0,92,32,9317,92,0,92,92,0,92,0,0,0,0,32,92,0,0,2944
459,0,459,65,1992,459,0,459,0,0,459,0,0,0,0,65,459,0,0,29835
272,0,272,32,600,272,0,272,272,0,272,0,0,0,0,32,272,0,0,8704
204,0,204,29,3054,204,0,204,204,204,0,0,0,0,0,29,204,0,0,5916
182,0,182,54,473,182,0,0,182,0,0,0,0,0,0,54,182,0,0,9828
144,0,144,33,576,144,0,144,144,0,144,0,0,0,0,33,144,0,0,4752
188,0,188,35,5462,188,0,188,188,188,0,0,0,0,0,35,188,0,0,6580
227,0,227,0,0,0,227,227,0,0,0,0,0,0,0,32,227,0,0,7264
109,0,109,26,906,109,0,109,109,109,0,0,0,0,0,26,109,0,0,2834
180,0,180,0,0,0,180,180,180,0,0,0,0,0,0,35,180,0,0,6300
117,0,117,0,0,0,117,117,0,0,117,0,0,0,0,51,117,0,0,5967
214,0,214,0,0,0,214,214,0,0,214,0,0,0,0,58,214,0,0,12412
162,0,162,59,4412,162,0,162,162,0,162,0,0,0,0,59,162,0,0,9558
83,0,83,66,922,83,0,83,0,0,0,0,0,0,0,66,83,0,0,5478
85,0,85,0,0,0,85,85,85,0,85,0,0,0,0,25,85,0,0,2125
179,0,179,72,1285,179,0,179,0,0,0,0,0,0,0,72,179,0,0,12888
209,0,209,55,2037,209,0,209,209,0,0,0,0,0,0,55,209,0,0,11495
46,0,46,29,10332,46,0,46,46,0,46,0,0,0,0,29,46,0,0,1334
102,0,102,0,0,0,102,102,102,0,102,0,0,0,0,35,102,0,0,3570
88,0,88,0,0,0,88,0,88,0,0,0,0,0,0,44,88,0,0,3872
289,0,289,44,205,289,0,289,289,0,289,0,0,0,0,44,289,0,0,12716
1233,0,1233,0,0,0,1233,0,1233,0,0,0,0,0,0,48,1233,0,0,59184
187,0,187,0,0,0,187,187,187,0,187,0,0,0,0,35,187,0,0,6545
149,0,149,37,238,149,0,149,149,0,149,0,0,0,0,37,149,0,0,5513
566,0,566,0,0,0,566,566,566,0,0,0,0,0,0,36,566,0,0,20376
412,0,412,0,0,0,412,412,412,0,412,0,0,0,0,52,412,0,0,21424
222,0,222,55,0,222,0,222,222,0,0,0,0,0,0,55,222,0,0,12210
537,0,537,67,704,537,0,537,537,0,537,0,0,0,0,67,537,0,0,35979
217,0,217,36,506,217,0,217,217,0,0,0,0,0,0,36,217,0,0,7812
195,0,195,64,5871,195,0,195,195,0,195,0,0,0,0,64,195,0,0,12480
193,0,193,34,382,193,0,193,193,0,193,0,0,0,0,34,193,0,0,6562
181,0,181,64,2352,181,0,181,181,181,0,0,0,0,0,64,181,0,0,11584
215,0,215,45,360,215,0,215,215,0,215,0,0,0,0,45,215,0,0,9675
358,0,358,29,938,358,0,358,358,0,358,0,0,0,0,29,358,0,0,10382
177,0,177,40,1508,177,0,177,177,0,0,0,0,0,0,40,177,0,0,7080
179,0,179,33,1697,179,0,179,179,0,179,0,0,0,0,33,179,0,0,5907
322,0,322,62,2,322,0,322,322,0,322,0,0,0,0,62,322,0,0,19964
284,0,284,27,1720,284,0,284,284,0,0,0,0,0,0,27,284,0,0,7668
322,0,322,0,0,0,322,322,322,322,0,0,0,0,0,38,322,0,0,12236
383,0,383,76,1492,383,0,383,0,0,383,0,0,0,0,76,383,0,0,29108
116,0,116,0,0,0,116,116,116,0,0,0,0,0,0,36,116,0,0,4176
298,0,298,18,156,298,0,298,298,0,0,0,0,0,0,18,298,0,0,5364
86,0,86,33,0,86,0,86,86,0,86,0,0,0,0,33,86,0,0,2838
70,0,70,0,0,0,70,70,70,0,0,0,0,0,0,50,70,0,0,3500
138,0,138,31,1812,138,0,138,138,0,0,0,0,0,0,31,138,0,0,4278
101,0,101,69,482,101,0,101,101,0,101,0,0,0,0,69,101,0,0,6969
85,0,85,29,2,85,0,85,85,0,0,0,0,0,0,29,85,0,0,2465
