duration,pdays,year_2008,balance_education_secondary,balance_education_tertiary,duration_default_no,balance_housing_no,duration_housing_no,duration_loan_no,duration_contact_cellular,age_month_1,duration_month_10,duration_month_11,age_month_2,duration_month_3,age_month_5,duration_poutcome_success,age_year_2009,duration_year_2010,duration_age
64,-1,0,0,0,64,1093,64,64,0,0,0,0,0,0,0,0,67,0,4288
253,-1,0,0,0,253,829,253,253,253,0,0,0,0,0,0,0,20,0,5060
122,-1,0,556,0,122,556,122,122,122,0,0,0,0,0,0,0,63,0,7686
151,-1,0,4738,0,151,4738,151,151,0,0,0,0,0,0,0,0,79,0,11929
359,-1,0,0,1700,359,0,0,359,359,0,0,0,0,0,0,0,40,0,14360
315,-1,0,749,0,315,749,315,315,315,0,0,0,0,0,0,0,23,0,7245
104,-1,0,0,0,104,103,104,104,104,0,0,0,0,0,0,0,19,0,1976
123,-1,0,972,0,123,0,0,123,0,0,0,0,0,0,0,0,39,0,4797
336,-1,0,0,0,336,79,336,336,0,0,0,0,0,0,0,0,34,0,11424
144,-1,0,0,0,144,154,144,144,144,0,0,0,0,0,0,0,69,0,9936
326,-1,0,0,5973,326,0,0,326,326,0,0,0,0,0,0,0,34,0,11084
169,-1,0,0,1609,169,1609,169,169,169,0,0,0,0,0,0,0,73,0,12337
323,163,0,0,2489,323,2489,323,323,323,0,0,0,0,0,0,0,27,0,8721
219,-1,0,26452,0,219,26452,219,219,0,0,0,0,0,0,0,0,75,0,16425
166,163,0,0,1017,166,1017,166,166,166,0,0,0,0,0,0,0,32,0,5312
57,80,0,0,3913,57,0,0,57,57,0,0,0,0,0,0,57,37,0,2109
125,-1,0,0,0,125,989,125,125,125,0,0,0,0,0,0,0,59,0,7375
91,-1,0,3,0,91,3,91,91,91,0,0,0,0,0,0,0,31,0,2821
258,-1,0,0,5613,258,5613,258,258,258,0,0,0,0,0,0,0,49,0,12642
305,-1,0,5,0,305,5,305,305,0,0,0,0,0,0,0,0,34,0,10370
465,-1,0,0,0,465,50,465,465,0,0,0,0,0,0,0,0,61,0,28365
213,89,0,0,144,213,0,0,0,213,0,0,0,0,0,0,0,34,0,7242
106,-1,0,449,0,106,449,106,106,106,0,0,0,0,0,0,0,32,0,3392
64,-1,0,1486,0,64,1486,64,64,64,0,0,0,0,0,0,0,57,0,3648
106,-1,0,5312,0,106,5312,106,106,106,0,0,0,0,0,0,0,50,0,5300
139,-1,0,0,58,139,58,139,139,139,0,0,0,0,0,0,0,25,0,3475
116,-1,0,0,7003,116,7003,116,116,0,0,0,0,0,0,0,0,72,0,8352
506,-1,0,0,0,506,0,506,506,506,0,0,0,0,0,0,0,55,0,27830
195,-1,0,0,1285,195,1285,195,195,0,0,0,0,0,0,0,0,71,0,13845
82,-1,0,0,70,82,70,82,82,82,0,0,0,0,0,0,0,63,0,5166
332,181,0,0,0,332,323,332,332,332,0,0,0,0,0,0,0,44,0,14608
132,-1,0,110,0,132,110,132,132,132,0,0,0,0,0,0,0,30,0,3960
822,405,0,0,11008,822,11008,822,822,822,0,0,0,0,0,0,822,42,0,34524
51,434,0,603,0,51,0,0,51,51,0,0,0,0,0,0,0,34,0,1734
72,363,0,769,0,72,769,72,72,72,0,0,0,0,0,0,0,50,0,3600
67,252,0,0,0,67,0,67,0,67,0,0,0,0,0,0,0,49,0,3283
486,-1,0,0,5474,486,5474,486,486,486,0,0,0,0,0,0,0,28,0,13608
258,-1,0,0,0,258,5491,258,258,0,0,0,0,0,0,0,0,75,0,19350
573,-1,0,2196,0,573,2196,573,573,573,0,0,0,0,0,0,0,46,0,26358
186,-1,0,0,0,186,7879,186,186,0,0,0,0,0,0,0,0,61,0,11346
383,-1,0,0,5549,383,5549,383,383,383,0,0,0,0,0,0,0,28,0,10724
292,251,0,0,1646,292,0,0,292,292,0,0,0,0,0,0,0,44,0,12848
141,-1,0,0,0,141,1016,141,141,141,0,0,0,0,0,0,0,32,0,4512
151,-1,0,3,0,151,3,151,151,151,0,0,0,0,0,0,0,62,0,9362
205,-1,0,0,0,205,106,205,205,205,0,0,0,0,0,0,0,45,0,9225
197,-1,0,0,0,197,4605,197,197,197,0,0,0,0,0,0,0,58,0,11426
92,118,0,125,0,92,125,92,92,92,0,0,0,0,0,0,0,26,0,2392
149,-1,0,315,0,149,315,149,149,149,0,0,0,0,0,0,0,32,0,4768
236,92,0,115,0,236,115,236,236,236,0,0,0,0,0,0,0,37,0,8732
326,96,0,526,0,326,526,326,326,326,0,0,0,0,0,0,326,46,0,14996
313,-1,0,0,308,313,308,313,313,313,0,0,0,0,0,0,0,29,0,9077
576,96,0,0,219,576,219,576,576,576,0,0,0,0,0,0,576,25,0,14400
849,-1,0,0,1240,849,1240,849,849,849,0,0,0,0,0,0,0,28,0,23772
219,-1,0,569,0,219,569,219,219,219,0,0,0,0,0,0,0,61,0,13359
320,-1,0,0,0,320,65,320,320,320,0,0,0,0,0,0,0,67,0,21440
218,-1,0,1228,0,218,0,0,0,218,0,0,0,0,0,0,0,52,0,11336
152,92,0,0,451,152,451,152,152,152,0,0,0,0,0,0,0,29,0,4408
642,-1,0,0,1660,642,1660,642,642,642,0,0,0,0,0,0,0,57,0,36594
185,-1,0,0,914,185,914,185,185,185,0,0,0,0,0,0,0,49,0,9065
600,-1,0,0,1699,600,1699,600,600,600,0,0,0,0,0,0,0,33,0,19800
505,96,0,1167,0,505,0,0,505,505,0,0,0,0,0,0,505,47,0,23735
117,-1,0,0,0,117,12767,117,117,0,0,0,0,0,0,0,0,66,0,7722
138,-1,0,666,0,138,666,138,138,138,0,0,0,0,0,0,0,57,0,7866
220,-1,0,220,0,220,220,220,220,220,0,0,0,0,0,0,0,78,0,17160
249,-1,0,19317,0,249,0,0,249,249,0,0,0,0,0,0,0,68,0,16932
259,35,0,3340,0,259,3340,259,259,259,0,0,0,0,0,0,0,62,0,16058
173,92,0,0,1646,173,0,0,173,173,0,0,0,0,0,0,173,40,0,6920
120,96,0,0,242,120,242,120,120,120,0,0,0,0,0,0,120,46,0,5520
158,104,0,40,0,158,40,158,158,158,0,0,0,0,0,0,0,31,0,4898
182,-1,0,490,0,182,0,0,182,182,0,0,0,0,0,0,0,41,0,7462
432,97,0,0,699,432,699,432,432,432,0,0,0,0,0,0,432,47,0,20304
409,-1,0,382,0,409,382,409,409,409,0,0,0,0,0,0,0,29,0,11861
1019,63,0,0,2383,1019,2383,1019,1019,1019,0,0,0,0,0,0,1019,55,0,56045
475,93,0,0,2666,475,2666,475,475,475,0,0,0,0,0,0,475,30,0,14250
211,-1,0,1718,0,211,1718,211,0,211,0,0,0,0,0,0,0,49,0,10339
397,93,0,0,1356,397,0,0,397,397,0,0,0,0,0,0,0,53,0,21041
389,64,0,0,1147,389,1147,389,389,389,0,0,0,0,0,0,389,48,0,18672
414,-1,0,216,0,414,216,414,414,414,0,0,0,0,0,0,0,21,0,8694
277,-1,0,153,0,277,153,277,277,277,0,0,0,0,0,0,0,45,0,12465
206,97,0,0,2487,206,2487,206,206,206,0,0,0,0,0,0,0,41,0,8446
299,-1,0,0,685,299,685,299,299,299,0,0,0,0,0,0,0,30,0,8970
106,110,0,3276,0,106,3276,106,106,106,0,0,0,0,0,0,0,27,0,2862
254,-1,0,0,1791,254,1791,254,254,254,0,0,0,0,0,0,0,43,0,10922
177,-1,0,0,0,177,0,177,177,177,0,0,0,0,0,0,0,66,0,11682
253,97,0,0,86,253,86,253,253,253,0,0,0,0,0,0,253,47,0,11891
179,69,0,0,6791,179,6791,179,179,179,0,0,0,0,0,0,0,27,0,4833
156,-1,0,160,0,156,0,0,156,156,0,0,0,0,0,0,0,39,0,6084
416,-1,0,6053,0,416,6053,416,416,0,0,0,0,0,0,0,0,75,0,31200
100,93,0,41,0,100,0,0,100,0,0,0,0,0,0,0,0,25,0,2500
385,93,0,0,0,385,292,385,385,385,0,0,0,0,0,0,0,20,0,7700
226,97,0,3940,0,226,0,0,226,226,0,0,0,0,0,0,0,47,0,10622
813,-1,0,0,557,813,557,813,813,0,0,0,0,0,0,0,0,25,0,20325
150,97,0,0,1291,150,1291,150,150,150,0,0,0,0,0,0,150,37,0,5550
157,97,0,0,495,157,495,157,157,157,0,0,0,0,0,0,157,36,0,5652
131,356,0,0,6945,131,6945,131,131,131,0,0,0,0,0,0,0,45,0,5895
270,-1,0,0,175,270,175,270,270,0,0,0,0,0,0,0,0,61,0,16470
99,-1,0,0,0,99,0,0,99,99,0,0,0,0,0,0,0,37,0,3663
331,-1,0,0,0,331,1548,331,331,331,0,0,0,0,0,0,0,80,0,26480
107,98,0,0,1624,107,1624,107,107,107,0,0,0,0,0,0,107,53,0,5671
320,-1,0,0,0,320,2994,320,320,320,0,0,0,0,0,0,0,80,0,25600
975,98,0,0,3140,975,0,0,0,975,0,0,0,0,0,0,0,61,0,59475
126,-1,0,0,163,126,0,0,126,126,0,0,0,0,0,0,0,35,0,4410
107,-1,0,0,138,107,0,0,0,107,0,0,0,0,0,0,0,58,0,6206
121,112,0,81,0,121,0,0,121,121,0,0,0,0,0,0,0,30,0,3630
148,98,0,0,938,148,938,148,148,148,0,0,0,0,0,0,148,50,0,7400
161,-1,0,491,0,161,491,161,161,161,0,0,0,0,0,0,0,21,0,3381
87,-1,0,7386,0,87,7386,87,87,87,0,0,0,0,0,0,0,46,0,4002
111,184,0,1176,0,111,1176,111,111,111,0,0,0,0,0,0,0,65,0,7215
85,185,0,6857,0,85,6857,85,85,85,0,0,0,0,0,0,0,32,0,2720
190,-1,0,0,2812,190,2812,190,190,190,0,0,0,0,0,0,0,67,0,12730
355,-1,0,0,0,355,0,355,355,355,0,0,0,0,0,0,0,57,0,20235
472,-1,0,5127,0,472,5127,472,472,472,0,0,0,0,0,0,0,46,0,21712
131,98,0,0,0,131,0,131,131,131,0,0,0,0,0,0,131,40,0,5240
174,-1,0,0,74,174,74,174,174,174,0,0,0,0,0,0,0,29,0,5046
1452,98,0,0,0,1452,0,0,0,1452,0,0,0,0,0,0,0,53,0,76956
142,260,0,0,0,142,0,0,142,142,0,0,0,0,0,0,0,44,0,6248
165,-1,0,0,0,165,7819,165,165,165,0,0,0,0,0,0,0,74,0,12210
789,-1,0,0,0,789,64,789,789,789,0,0,0,0,0,0,0,38,0,29982
338,-1,0,0,0,338,5539,338,338,0,0,0,0,0,0,0,0,73,0,24674
280,185,0,0,162,280,162,280,280,280,0,0,0,0,0,0,0,65,0,18200
116,-1,0,4829,0,116,4829,116,116,116,0,0,0,0,0,0,0,62,0,7192
256,-1,0,0,0,256,4717,256,256,0,0,0,0,0,0,0,0,65,0,16640
254,-1,0,0,701,254,701,254,254,254,0,0,0,0,0,0,0,67,0,17018
550,-1,0,0,3,550,3,550,550,550,0,0,0,0,0,0,0,66,0,36300
88,-1,0,0,35,88,0,0,88,88,0,0,0,0,0,0,0,34,0,2992
345,-1,0,0,405,345,405,345,345,345,0,0,0,0,0,0,0,67,0,23115
169,-1,0,0,62,169,62,169,169,169,0,0,0,0,0,0,0,34,0,5746
342,-1,0,168,0,342,168,342,342,342,0,0,0,0,0,0,0,57,0,19494
206,-1,0,0,4297,206,4297,206,206,206,0,0,0,0,0,0,0,38,0,7828
358,-1,0,0,0,358,66,358,358,358,0,0,0,0,0,0,0,47,0,16826
116,-1,0,0,3895,116,3895,116,116,116,0,0,0,0,0,0,0,71,0,8236
324,-1,0,0,10532,324,10532,324,324,324,0,0,0,0,0,0,0,56,0,18144
79,394,0,0,4693,79,4693,79,0,79,0,0,0,0,0,0,0,46,0,3634
107,63,0,0,0,107,0,107,107,0,0,0,0,0,0,0,0,59,0,6313
59,-1,0,0,0,59,0,0,0,59,0,0,0,0,0,0,0,57,0,3363
131,-1,0,5464,0,131,5464,131,131,131,0,0,0,0,0,0,0,66,0,8646
58,382,0,0,0,58,0,0,58,58,0,0,0,0,0,0,0,47,0,2726
72,99,0,776,0,72,776,72,72,72,0,0,0,0,0,0,72,30,0,2160
289,-1,0,1536,0,289,1536,289,289,289,0,0,0,0,0,0,0,32,0,9248
714,-1,0,9064,0,714,9064,714,714,714,0,0,0,0,0,0,0,69,0,49266
255,-1,0,6983,0,255,6983,255,255,255,0,0,0,0,0,0,0,32,0,8160
147,-1,0,0,2,147,2,147,147,147,0,0,0,0,0,0,0,72,0,10584
258,-1,0,0,8103,258,8103,258,258,258,0,0,0,0,0,0,0,63,0,16254
273,95,0,0,1536,273,1536,273,273,273,0,0,0,0,0,0,0,41,0,11193
530,-1,0,0,0,530,1612,530,530,530,0,0,0,0,0,0,0,72,0,38160
149,99,0,0,0,149,1116,149,149,149,0,0,0,0,0,0,0,59,0,8791
292,-1,0,171,0,292,0,0,0,292,0,0,0,0,0,0,0,45,0,13140
456,-1,0,1211,0,456,1211,456,456,456,0,0,0,0,0,0,0,33,0,15048
155,99,0,96,0,155,96,155,155,155,0,0,0,0,0,0,155,37,0,5735
325,-1,0,0,390,325,390,325,325,325,0,0,0,0,0,0,0,26,0,8450
173,-1,0,0,0,173,795,173,173,173,0,0,0,0,0,0,0,29,0,5017
325,99,0,0,4041,325,4041,325,325,325,0,0,0,0,0,0,325,32,0,10400
453,-1,0,638,0,453,638,453,453,453,0,0,0,0,0,0,0,77,0,34881
239,459,0,2476,0,239,0,0,239,239,0,0,0,0,0,0,239,57,0,13623
121,-1,0,2354,0,121,2354,121,121,0,0,0,0,0,0,0,0,79,0,9559
305,179,0,262,0,305,262,305,305,305,0,0,0,0,0,0,0,37,0,11285
83,95,0,318,0,83,318,83,83,83,0,0,0,0,0,0,0,37,0,3071
100,-1,0,6400,0,100,6400,100,100,100,0,0,0,0,0,0,0,25,0,2500
70,-1,0,5361,0,70,5361,70,70,70,0,0,0,0,0,0,0,49,0,3430
119,99,0,0,697,119,697,119,119,119,0,0,0,0,0,0,0,32,0,3808
262,99,0,0,0,262,0,0,262,262,0,0,0,0,0,0,262,34,0,8908
166,99,0,1534,0,166,1534,166,166,166,0,0,0,0,0,0,0,44,0,7304
125,-1,0,0,0,125,0,125,125,125,0,0,0,0,0,0,0,26,0,3250
121,-1,0,0,145,121,145,121,121,121,0,0,0,0,0,0,0,25,0,3025
140,99,0,305,0,140,305,140,140,140,0,0,0,0,0,0,0,49,0,6860
215,99,0,3403,0,215,0,0,215,215,0,0,0,0,0,0,0,42,0,9030
221,99,0,687,0,221,0,0,221,221,0,0,0,0,0,0,221,58,0,12818
384,99,0,0,0,384,677,384,384,384,0,0,0,0,0,0,384,47,0,18048
390,-1,0,1092,0,390,1092,390,390,390,0,0,0,0,0,0,0,73,0,28470
88,259,0,1076,0,88,1076,88,88,88,0,0,0,0,0,0,0,33,0,2904
130,-1,0,0,7050,130,7050,130,130,130,0,0,0,0,0,0,0,34,0,4420
121,-1,0,905,0,121,905,121,121,121,0,0,0,0,0,0,0,57,0,6897
158,95,0,2971,0,158,2971,158,158,158,0,0,0,0,0,0,158,35,0,5530
353,-1,0,538,0,353,0,0,353,353,0,0,0,0,0,0,0,55,0,19415
212,-1,0,0,0,212,2600,212,212,212,0,0,0,0,0,0,0,71,0,15052
182,99,0,0,2226,182,2226,182,182,182,0,0,0,0,0,0,0,41,0,7462
217,99,0,0,0,217,0,217,217,217,0,0,0,0,0,0,217,23,0,4991
231,-1,0,0,1034,231,0,0,231,231,0,0,0,0,0,0,0,60,0,13860
122,-1,0,0,0,122,1944,122,122,0,0,0,0,0,0,0,0,18,0,2196
255,-1,0,0,5112,255,5112,255,255,0,0,0,0,0,0,0,0,63,0,16065
419,-1,0,0,10861,419,10861,419,419,419,0,0,0,0,0,0,0,60,0,25140
1225,-1,0,0,0,1225,0,1225,1225,1225,0,0,0,0,0,0,0,47,0,57575
268,-1,0,80,0,268,80,268,268,268,0,0,0,0,0,0,0,27,0,7236
70,-1,0,250,0,70,0,0,70,70,0,0,0,0,0,0,0,37,0,2590
88,-1,0,0,290,88,290,88,88,88,0,0,0,0,0,0,0,27,0,2376
131,98,0,0,5437,131,5437,131,131,131,0,0,0,0,0,0,131,33,0,4323
167,-1,0,0,0,167,108,167,167,167,0,0,0,0,0,0,0,18,0,3006
248,131,0,0,172,248,0,0,248,248,0,0,0,0,0,0,248,39,0,9672
225,-1,0,0,0,225,0,225,0,225,0,0,0,0,0,0,0,46,0,10350
133,-1,0,2046,0,133,2046,133,133,0,0,0,0,0,0,0,0,30,0,3990
465,-1,0,0,0,465,0,465,465,465,0,0,0,0,0,0,0,65,0,30225
559,70,0,10185,0,559,10185,559,559,559,0,0,0,0,0,0,0,54,0,30186
187,102,0,0,0,187,11115,187,187,187,0,0,0,0,0,0,187,42,0,7854
73,440,0,0,22867,73,0,0,73,73,0,0,0,0,0,0,0,33,0,2409
161,375,0,0,935,161,935,161,161,161,0,0,0,0,0,0,0,32,0,5152
489,102,0,0,1425,489,1425,489,489,489,0,0,0,0,0,0,489,59,0,28851
120,98,0,47,0,120,0,0,120,120,0,0,0,0,0,0,120,38,0,4560
158,102,0,1730,0,158,0,0,158,158,0,0,0,0,0,0,158,48,0,7584
148,-1,0,0,0,148,3317,148,148,148,0,0,0,0,0,0,0,22,0,3256
252,185,0,0,3444,252,3444,252,252,252,0,0,0,0,0,0,252,59,0,14868
89,98,0,0,1984,89,0,0,89,89,0,0,0,0,0,0,0,28,0,2492
156,-1,0,0,0,156,355,156,156,0,0,0,0,0,0,0,0,80,0,12480
1529,397,0,4855,0,1529,0,0,1529,1529,0,0,0,0,0,0,0,46,0,70334
235,102,0,0,1815,235,1815,235,235,0,0,0,0,0,0,0,0,32,0,7520
155,102,0,95,0,155,0,0,155,155,0,0,0,0,0,0,155,33,0,5115
290,-1,0,0,52587,290,52587,290,290,290,0,0,0,0,0,0,0,61,0,17690
153,383,0,1508,0,153,1508,153,153,153,0,0,0,0,0,0,0,40,0,6120
352,102,0,0,0,352,0,0,0,352,0,0,0,0,0,0,0,52,0,18304
411,-1,0,0,0,411,10394,411,411,0,0,0,0,0,0,0,0,71,0,29181
107,68,0,694,0,107,0,0,107,107,0,0,0,0,0,0,107,40,0,4280
89,102,0,1608,0,89,1608,89,89,89,0,0,0,0,0,0,89,26,0,2314
134,194,0,0,805,134,805,134,134,134,0,0,0,0,0,0,0,30,0,4020
151,185,0,0,0,151,3738,151,151,0,0,0,0,0,0,0,0,62,0,9362
232,130,0,0,0,232,0,232,232,232,0,0,0,0,0,0,0,50,0,11600
540,-1,0,0,0,540,0,0,540,540,0,0,0,0,0,0,0,32,0,17280
298,-1,0,0,1592,298,1592,298,298,298,0,0,0,0,0,0,0,23,0,6854
74,-1,0,0,0,74,3075,74,74,0,0,0,0,0,0,0,0,70,0,5180
247,102,0,1693,0,247,1693,247,247,247,0,0,0,0,0,0,247,55,0,13585
162,161,0,218,0,162,0,0,0,162,0,0,0,0,0,0,0,33,0,5346
294,98,0,0,10884,294,10884,294,294,294,0,0,0,0,0,0,294,31,0,9114
121,102,0,0,2,121,2,121,121,121,0,0,0,0,0,0,0,26,0,3146
179,102,0,0,697,179,697,179,179,179,0,0,0,0,0,0,179,30,0,5370
71,-1,0,0,0,71,0,71,71,71,0,0,0,0,0,0,0,44,0,3124
213,-1,0,0,0,213,0,213,213,213,0,0,0,0,0,0,0,23,0,4899
373,-1,0,0,0,373,538,373,373,373,0,0,0,0,0,0,0,63,0,23499
425,190,0,0,3857,425,0,0,425,425,0,0,0,0,0,0,0,45,0,19125
48,-1,0,0,1995,48,0,0,48,48,0,0,0,0,0,0,0,37,0,1776
329,-1,0,0,0,329,4092,329,329,0,0,0,0,0,0,0,0,68,0,22372
155,190,0,0,6236,155,6236,155,155,155,0,0,0,0,0,0,0,83,0,12865
215,-1,0,423,0,215,423,215,215,215,0,0,0,0,0,0,0,31,0,6665
90,70,0,0,2427,90,2427,90,90,0,0,0,0,0,0,0,0,34,0,3060
265,190,0,0,13297,265,13297,265,265,265,0,0,0,0,0,0,0,71,0,18815
491,-1,0,4365,0,491,4365,491,491,491,0,0,0,0,0,0,0,57,0,27987
151,-1,0,0,199,151,199,151,151,151,0,0,0,0,0,0,0,55,0,8305
181,-1,0,683,0,181,683,181,181,0,0,0,0,0,0,0,0,73,0,13213
265,103,0,0,0,265,0,0,265,265,0,0,0,0,0,0,265,42,0,11130
157,14,0,504,0,157,504,157,157,157,0,0,0,0,0,0,0,64,0,10048
89,103,0,-32,0,89,-32,89,0,89,0,0,0,0,0,0,89,34,0,3026
123,106,0,0,2376,123,2376,123,123,123,0,0,0,0,0,0,123,24,0,2952
156,263,0,0,0,156,0,0,156,156,0,0,0,0,0,0,0,33,0,5148
155,103,0,0,0,155,1559,155,155,155,0,0,0,0,0,0,155,42,0,6510
704,-1,0,0,0,704,190,704,704,704,0,0,0,0,0,0,0,42,0,29568
176,90,0,0,94,176,0,0,176,176,0,0,0,0,0,0,0,42,0,7392
91,-1,0,0,0,91,2929,91,91,91,0,0,0,0,0,0,0,29,0,2639
88,99,0,130,0,88,130,88,88,0,0,0,0,0,0,0,0,20,0,1760
154,-1,0,0,0,154,1215,154,154,154,0,0,0,0,0,0,0,22,0,3388
344,81,0,5916,0,344,5916,344,344,344,0,0,0,0,0,0,0,28,0,9632
110,-1,0,3450,0,110,3450,110,110,110,0,0,0,0,0,0,0,55,0,6050
170,112,0,0,1108,170,1108,170,170,170,0,0,0,0,0,0,170,40,0,6800
651,-1,0,0,0,651,1311,651,651,651,0,0,0,0,0,0,0,70,0,45570
167,190,0,589,0,167,0,0,167,167,0,0,0,0,0,0,0,57,0,9519
408,-1,0,1853,0,408,1853,408,408,408,0,0,0,0,0,0,0,60,0,24480
254,-1,0,0,0,254,4401,254,254,0,0,0,0,0,0,0,0,53,0,13462
127,461,0,0,199,127,0,0,0,127,0,0,0,0,0,0,127,31,0,3937
140,-1,0,201,0,140,201,140,140,140,0,0,0,0,0,0,0,48,0,6720
229,99,0,0,533,229,533,229,229,229,0,0,0,0,0,0,229,30,0,6870
75,274,0,0,6573,75,0,0,75,75,0,0,0,0,0,0,0,60,0,4500
139,190,0,0,2557,139,0,0,139,139,0,0,0,0,0,0,139,61,0,8479
95,-1,0,631,0,95,631,95,95,0,0,0,0,0,0,0,0,78,0,7410
112,81,0,0,131,112,0,0,112,112,0,0,0,0,0,0,0,32,0,3584
153,103,0,0,620,153,620,153,153,153,0,0,0,0,0,0,0,31,0,4743
93,190,0,0,789,93,0,0,0,93,0,0,0,0,0,0,0,37,0,3441
315,-1,0,0,3840,315,0,0,315,315,0,0,0,0,0,0,0,39,0,12285
203,-1,0,53,0,203,53,203,203,203,0,0,0,0,0,0,0,20,0,4060
280,-1,0,280,0,280,280,280,280,280,0,0,0,0,0,0,0,21,0,5880
159,-1,0,1923,0,159,1923,159,159,159,0,0,0,0,0,0,0,34,0,5406
149,78,0,994,0,149,0,0,149,149,0,0,0,0,0,0,0,42,0,6258
349,70,0,96,0,349,96,349,349,349,0,0,0,0,0,0,0,26,0,9074
94,-1,0,0,630,94,630,94,94,94,0,0,0,0,0,0,0,29,0,2726
108,99,0,661,0,108,0,0,108,108,0,0,0,0,0,0,0,33,0,3564
1244,-1,0,0,1600,1244,0,0,0,1244,0,0,0,0,0,0,0,46,0,57224
221,461,0,100,0,221,0,0,221,221,0,0,0,0,0,0,221,40,0,8840
97,78,0,0,238,97,238,97,97,97,0,0,0,0,0,0,97,29,0,2813
201,103,0,1435,0,201,0,0,201,201,0,0,0,0,0,0,0,45,0,9045
91,99,0,1199,0,91,1199,91,0,0,0,0,0,0,0,0,0,55,0,5005
175,116,0,260,0,175,0,0,175,175,0,0,0,0,0,0,0,39,0,6825
526,103,0,0,357,526,0,0,526,526,0,0,0,0,0,0,0,55,0,28930
206,461,0,0,0,206,0,0,206,206,0,0,0,0,0,0,0,58,0,11948
477,-1,0,125,0,477,125,477,477,477,0,0,0,0,0,0,0,24,0,11448
400,-1,0,0,0,400,1165,400,400,400,0,0,0,0,0,0,0,72,0,28800
198,-1,0,0,0,198,0,198,198,0,0,0,0,0,0,0,0,81,0,16038
120,190,0,437,0,120,0,0,120,120,0,0,0,0,0,0,0,42,0,5040
589,-1,0,413,0,589,0,0,589,589,0,0,0,0,0,0,0,42,0,24738
248,462,0,0,60,248,0,0,0,248,0,0,0,0,0,0,0,32,0,7936
162,-1,0,480,0,162,480,162,162,162,0,0,0,0,0,0,0,23,0,3726
163,-1,0,0,0,163,4321,163,163,163,0,0,0,0,0,0,0,81,0,13203
82,-1,0,2155,0,82,2155,82,0,82,0,0,0,0,0,0,0,57,0,4674
172,-1,0,0,0,172,4290,172,172,0,0,0,0,0,0,0,0,70,0,12040
176,-1,0,0,539,176,539,176,176,176,0,0,0,0,0,0,0,36,0,6336
271,369,0,0,312,271,312,271,271,271,0,0,0,0,0,0,0,33,0,8943
266,-1,0,0,0,266,0,266,266,266,0,0,0,0,0,0,0,40,0,10640
68,-1,0,1646,0,68,1646,68,68,68,0,0,0,0,0,0,0,64,0,4352
345,-1,0,0,5291,345,5291,345,345,345,0,0,0,0,0,0,0,27,0,9315
1117,-1,0,0,261,1117,261,1117,1117,1117,0,0,0,0,0,0,0,71,0,79307
701,-1,0,0,0,701,0,701,701,0,0,0,0,0,0,0,0,66,0,46266
429,-1,0,0,0,429,631,429,429,429,0,0,0,0,0,0,0,60,0,25740
623,191,0,0,3283,623,3283,623,623,623,0,0,0,0,0,0,623,32,0,19936
340,-1,0,1153,0,340,1153,340,340,340,0,0,0,0,0,0,0,32,0,10880
62,104,0,0,393,62,0,0,62,62,0,0,0,0,0,0,62,37,0,2294
137,104,0,0,1070,137,0,0,137,137,0,0,0,0,0,0,137,44,0,6028
74,-1,0,0,141,74,141,74,74,74,0,0,0,0,0,0,0,26,0,1924
121,-1,0,886,0,121,886,121,121,121,0,0,0,0,0,0,0,25,0,3025
127,-1,0,5296,0,127,5296,127,127,0,0,0,0,0,0,0,0,26,0,3302
182,104,0,181,0,182,181,182,182,182,0,0,0,0,0,0,182,31,0,5642
668,463,0,484,0,668,0,0,668,668,0,0,0,0,0,0,668,32,0,21376
449,-1,0,123,0,449,123,449,449,0,0,0,0,0,0,0,0,21,0,9429
90,-1,0,0,20422,90,20422,90,90,90,0,0,0,0,0,0,0,74,0,6660
582,-1,0,0,353,582,353,582,582,582,0,0,0,0,0,0,0,35,0,20370
249,104,0,0,0,249,474,249,249,249,0,0,0,0,0,0,249,24,0,5976
150,79,0,0,0,150,0,0,150,150,0,0,0,0,0,0,150,28,0,4200
1336,-1,0,0,0,1336,2794,1336,1336,1336,0,0,0,0,0,0,0,50,0,66800
239,100,0,0,3850,239,0,0,239,239,0,0,0,0,0,0,0,36,0,8604
90,104,0,0,0,90,182,90,90,90,0,0,0,0,0,0,0,59,0,5310
251,117,0,245,0,251,0,0,0,251,0,0,0,0,0,0,0,38,0,9538
641,-1,0,0,0,641,2970,641,641,641,0,0,0,0,0,0,0,75,0,48075
178,-1,0,0,0,178,6991,178,178,178,0,0,0,0,0,0,0,20,0,3560
576,-1,0,0,29,576,29,576,576,576,0,0,0,0,0,0,0,36,0,20736
699,79,0,0,11219,699,11219,699,699,699,0,0,0,0,0,0,0,35,0,24465
1064,-1,0,2223,0,1064,2223,1064,1064,1064,0,0,0,0,0,0,0,57,0,60648
238,-1,0,3138,0,238,3138,238,238,238,0,0,0,0,0,0,0,40,0,9520
147,104,0,0,27696,147,27696,147,147,147,0,0,0,0,0,0,0,41,0,6027
398,422,0,116,0,398,116,398,398,398,0,0,0,0,0,0,0,59,0,23482
100,-1,0,0,280,100,280,100,100,100,0,0,0,0,0,0,0,30,0,3000
119,-1,0,16,0,119,16,119,119,119,0,0,0,0,0,0,0,28,0,3332
90,104,0,341,0,90,341,90,90,90,0,0,0,0,0,0,90,53,0,4770
92,-1,0,3420,0,92,3420,92,92,0,0,0,0,0,0,0,0,37,0,3404
